Genus	Sample	SubPathway	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples
6	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	15.5	15.5	4.65764727926647e-07	1.44315274984231e-08
4	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	30.999999999995	30.999999999995	7.91531475645147e-07	2.88630549968416e-08
4	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	41.666666666663	41.666666666663	1.25205572023281e-06	3.87944287591986e-08
5	Cef2dayrec21	03008 Ribosome biogenesis in eukaryotes	1	0.333333333333	0.333333333333	2.37725173581225e-08	3.10355430073306e-10
Oscillospira	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	7.25	7.25	1.79436256860047e-07	6.75023060410115e-09
Oscillospira	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	8.5	8.5	1.45132712833435e-07	7.91406346687721e-09
Oscillospira	Cef6wkrec15	03008 Ribosome biogenesis in eukaryotes	1	7.5	7.5	1.35452711772755e-07	6.98299717665636e-09
Oscillospira	Cef6wkrec16	03008 Ribosome biogenesis in eukaryotes	1	7.5	7.5	1.33295891280859e-07	6.98299717665636e-09
Oscillospira	Cef6wkrec19	03008 Ribosome biogenesis in eukaryotes	1	7.25	7.25	1.25794901753639e-07	6.75023060410115e-09
Oscillospira	Cef6wkrec20	03008 Ribosome biogenesis in eukaryotes	1	6	6	9.74401068792355e-08	5.58639774132509e-09
Oscillospira	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	4.5	4.5	1.142045364178e-07	4.18979830599382e-09
Oscillospira	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	23.25	23.25	7.0373537667073e-07	2.16472912476347e-08
Oscillospira	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	7.75	7.75	2.29793815958157e-07	7.21576374921157e-09
Oscillospira	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	6.75	6.75	1.72349595503407e-07	6.28469745899072e-09
Oscillospira	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	8	8	2.59381242285426e-07	7.44853032176678e-09
Oscillospira	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	6.75	6.75	1.80608092525946e-07	6.28469745899072e-09
Ruminococcus	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	8	8	1.36595494431468e-07	7.44853032176678e-09
Ruminococcus	Cef6wkrec15	03008 Ribosome biogenesis in eukaryotes	1	8	8	1.44482892557606e-07	7.44853032176678e-09
Ruminococcus	Cef6wkrec16	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.06636713024687e-07	5.58639774132509e-09
Ruminococcus	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	12	12	3.4023347211614e-07	1.11727954826502e-08
Ruminococcus	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	13	13	3.19327655157172e-07	1.2103861772871e-08
Ruminococcus	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	8	8	2.42145505951219e-07	7.44853032176678e-09
Ruminococcus	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	11	11	2.80866007487033e-07	1.02417291924293e-08
Ruminococcus	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	13	13	2.4302772252703e-07	1.2103861772871e-08
Ruminococcus	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	14	14	3.48681837404796e-07	1.30349280630919e-08
Ruminococcus	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	9	9	2.28409072835599e-07	8.37959661198763e-09
Ruminococcus	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	7	7	2.075557047364e-07	6.51746403154593e-09
Oscillospira	Cef6wkrec17	03008 Ribosome biogenesis in eukaryotes	1	11.25	11.25	1.93662033143439e-07	1.04744957649845e-08
Oscillospira	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	9.75	9.75	1.82270791895273e-07	9.07789632965327e-09
Oscillospira	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	2.75	2.75	8.96291231660412e-08	2.56043229810733e-09
Oscillospira	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	6.25	6.25	1.77204933393823e-07	5.8191643138803e-09
Oscillospira	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	3.5	3.5	1.00401305979126e-07	3.25873201577297e-09
Oscillospira	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	7.25	7.25	1.80567380084626e-07	6.75023060410115e-09
Oscillospira	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	3.25	3.25	7.9831913789293e-08	3.02596544321776e-09
Oscillospira	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.61419107624794e-07	5.58639774132509e-09
Oscillospira	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	4.75	4.75	1.35157068439946e-07	4.42256487854903e-09
Oscillospira	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	6.5	6.5	1.95320692356336e-07	6.05193088643551e-09
Oscillospira	Cef2dayrec28	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	1.73377361705249e-08	2.32766572555212e-10
Oscillospira	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	21.5	21.5	6.1472325245008e-07	2.00179252397482e-08
7	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	4.066666666667	4.066666666667	1.08810801423048e-07	3.78633624689843e-09
6	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	12.166666666667	12.166666666667	3.10654826462939e-07	1.13279731976873e-08
7	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	7.75	7.75	1.32326885230485e-07	7.21576374921157e-09
7	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	6.58333333333	6.58333333333	1.23071731279652e-07	6.12951974395081e-09
7	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	3.583333333333	3.583333333333	8.92459464786001e-08	3.33632087329106e-09
7	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	4.166666666666	4.166666666666	1.191324132655e-07	3.87944287591958e-09
3	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	5.66666666667	5.66666666667	1.40249028350464e-07	5.27604231125457e-09
3	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	2	2	6.518481684803e-08	1.8621325804417e-09
3	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.7011673605807e-07	5.58639774132509e-09
3	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	4.33333333333	4.33333333333	1.24306378831203e-07	4.0346205909539e-09
3	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	7.66666666667	7.66666666667	1.90944815721757e-07	7.13817489169627e-09
3	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	8.33333333333	8.33333333333	2.04697214844259e-07	7.75888575183729e-09
3	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.52272715223733e-07	5.58639774132509e-09
3	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	6.66666666667	6.66666666667	2.01787921626117e-07	6.20710860147542e-09
3	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	14.6666666667	14.6666666667	3.94580040861504e-07	1.36556389232701e-08
3	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	10.3333333333	10.3333333333	3.06391754609887e-07	9.62101833225106e-09
3	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	11.3333333333	11.3333333333	2.89377098622153e-07	1.05520846224719e-08
3	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	4.66666666667	4.66666666667	1.51305724666607e-07	4.34497602103373e-09
3	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	15.6666666667	15.6666666667	4.19189153024075e-07	1.4586705213491e-08
3	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	4.33333333333	4.33333333333	1.23301185243365e-07	4.0346205909539e-09
3	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	5.66666666667	5.66666666667	1.62020082041202e-07	5.27604231125457e-09
3	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	7.66666666667	7.66666666667	2.30378252522958e-07	7.13817489169627e-09
Turicibacter	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.47498285324202e-08	9.31066290220848e-10
Turicibacter	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	2	2	3.4148873607867e-08	1.8621325804417e-09
Turicibacter	Cef6wkrec15	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	9.03018078485035e-09	4.65533145110424e-10
Turicibacter	Cef6wkrec16	03008 Ribosome biogenesis in eukaryotes	1	1.75	1.75	3.11023746322004e-08	1.62936600788648e-09
Turicibacter	Cef6wkrec17	03008 Ribosome biogenesis in eukaryotes	1	0.75	0.75	1.29108022095626e-08	6.98299717665636e-10
Turicibacter	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	2	2	3.73888803887739e-08	1.8621325804417e-09
Turicibacter	Cef6wkrec19	03008 Ribosome biogenesis in eukaryotes	1	1.25	1.25	2.16887761644204e-08	1.16383286277606e-09
Turicibacter	Cef6wkrec20	03008 Ribosome biogenesis in eukaryotes	1	2	2	3.24800356264118e-08	1.8621325804417e-09
Turicibacter	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	8.14810210600375e-09	2.32766572555212e-10
Turicibacter	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	0.75	0.75	2.15145655669556e-08	6.98299717665636e-10
Turicibacter	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	6.2264613822285e-09	2.32766572555212e-10
Turicibacter	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	1.25	1.25	3.36289807551654e-08	1.16383286277606e-09
Turicibacter	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	0.75	0.75	2.22381112217571e-08	6.98299717665636e-10
Turicibacter	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	6.38331835197802e-09	2.32766572555212e-10
Turicibacter	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	8.10566382141957e-09	2.32766572555212e-10
Turicibacter	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	0.25	0.25	7.51233432139754e-09	2.32766572555212e-10
8	Cef2dayrec25	03008 Ribosome biogenesis in eukaryotes	2	40.4	80.8	4.38721026996405e-06	7.52301562498445e-08
8	Cef2dayrec26	03008 Ribosome biogenesis in eukaryotes	2	58	116	5.70987542151332e-06	1.08003689665618e-07
Bacteroides	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	1.4	1.4	3.46497599453883e-08	1.30349280630919e-09
Bacteroides	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	3.6	3.6	1.17332670326454e-07	3.35183864479505e-09
Bacteroides	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	4	4	1.13411157372047e-07	3.72426516088339e-09
Bacteroides	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	3.6	3.6	1.03269914721387e-07	3.35183864479505e-09
Bacteroides	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	2.6	2.6	6.47551983751764e-08	2.4207723545742e-09
Bacteroides	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	0.8	0.8	1.96509326250567e-08	7.44853032176678e-10
Bacteroides	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	4.8	4.8	1.21818172178986e-07	4.46911819306007e-09
Bacteroides	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	4.8	4.8	1.45287303570731e-07	4.46911819306007e-09
Bacteroides	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	5.6	5.6	1.50657833783141e-07	5.21397122523675e-09
Bacteroides	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	4.6	4.6	1.36393748826777e-07	4.2829049350159e-09
Bacteroides	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	3.2	3.2	8.17064749053187e-08	2.97941212870671e-09
Bacteroides	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	5.2	5.2	1.68597807485527e-07	4.84154470914841e-09
Bacteroides	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	4.8	4.8	1.28432421351784e-07	4.46911819306007e-09
Bacteroides	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	6.2	6.2	1.76415541963719e-07	5.77261099936926e-09
Bacteroides	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	2.4	2.4	6.86202700409391e-08	2.23455909653003e-09
Bacteroides	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	2.4	2.4	7.21184094854164e-08	2.23455909653003e-09
rc4-4	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.47498285324202e-08	9.31066290220848e-10
rc4-4	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.62962042120075e-08	4.65533145110424e-10
rc4-4	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	0.333333333333	0.333333333333	9.45092978099443e-09	3.10355430073306e-10
rc4-4	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	0.666666666667	0.666666666667	1.91240582817478e-08	6.20710860147542e-10
rc4-4	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.4905845528914e-08	9.31066290220848e-10
rc4-4	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	0.833333333333	0.833333333333	2.04697214844259e-08	7.75888575183729e-10
rc4-4	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.51340941219512e-08	4.65533145110424e-10
rc4-4	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	0.666666666667	0.666666666667	1.79354564027639e-08	6.20710860147542e-10
rc4-4	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	0.833333333333	0.833333333333	2.47090124686091e-08	7.75888575183729e-10
rc4-4	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.55332734079121e-08	9.31066290220848e-10
rc4-4	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	1	1	3.24226552856783e-08	9.31066290220848e-10
rc4-4	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.33783772241441e-08	4.65533145110424e-10
rc4-4	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	0.833333333333	0.833333333333	2.37117663929635e-08	7.75888575183729e-10
rc4-4	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	0.833333333333	0.833333333333	2.50411144046484e-08	7.75888575183729e-10
Lactobacillus	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	0.166666666667	0.166666666667	5.43206807068003e-09	1.55177715037118e-10
[Ruminococcus]	Cef6wkrec13	03008 Ribosome biogenesis in eukaryotes	1	4	4	9.89993141296809e-08	3.72426516088339e-09
[Ruminococcus]	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	10	10	1.70744368039335e-07	9.31066290220848e-09
[Ruminococcus]	Cef6wkrec15	03008 Ribosome biogenesis in eukaryotes	1	1	1	1.80603615697007e-08	9.31066290220848e-10
[Ruminococcus]	Cef6wkrec16	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.06636713024687e-07	5.58639774132509e-09
[Ruminococcus]	Cef6wkrec17	03008 Ribosome biogenesis in eukaryotes	1	5	5	8.60720147304173e-08	4.65533145110424e-09
[Ruminococcus]	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	5	5	9.34722009719347e-08	4.65533145110424e-09
[Ruminococcus]	Cef6wkrec19	03008 Ribosome biogenesis in eukaryotes	1	4	4	6.94040837261454e-08	3.72426516088339e-09
[Ruminococcus]	Cef6wkrec20	03008 Ribosome biogenesis in eukaryotes	1	2	2	3.24800356264118e-08	1.8621325804417e-09
[Ruminococcus]	NoAbx29	03008 Ribosome biogenesis in eukaryotes	1	4	4	1.3036963369606e-07	3.72426516088339e-09
[Ruminococcus]	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	3	3	8.60582622678223e-08	2.79319887066254e-09
[Ruminococcus]	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	2	2	4.91273315626419e-08	1.8621325804417e-09
[Ruminococcus]	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	9	9	2.28409072835599e-07	8.37959661198763e-09
[Ruminococcus]	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.69031846041323e-08	9.31066290220848e-10
[Ruminococcus]	NoAbx6wkrec40	03008 Ribosome biogenesis in eukaryotes	1	3	3	9.72679658570349e-08	2.79319887066254e-09
[Ruminococcus]	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	6	6	1.71550675102348e-07	5.58639774132509e-09
[Ruminococcus]	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	9	9	2.70444035570311e-07	8.37959661198763e-09
Coprococcus	Cef6wkrec14	03008 Ribosome biogenesis in eukaryotes	1	0.666666666667	0.666666666667	1.13829578692947e-08	6.20710860147542e-10
Coprococcus	Cef6wkrec17	03008 Ribosome biogenesis in eukaryotes	1	1.500000000003	1.500000000003	2.58216044191768e-08	1.39659943533406e-09
Coprococcus	Cef6wkrec18	03008 Ribosome biogenesis in eukaryotes	1	1.666666666663	1.666666666663	3.11574003239097e-08	1.55177715036467e-09
Coprococcus	Cef6wkrec19	03008 Ribosome biogenesis in eukaryotes	1	1.666666666663	1.666666666663	2.89183682191636e-08	1.55177715036467e-09
Coprococcus	Cef6wkrec20	03008 Ribosome biogenesis in eukaryotes	1	1.333333333334	1.333333333334	2.16533570842854e-08	1.24142172029508e-09
[Ruminococcus]	NoAbx33	03008 Ribosome biogenesis in eukaryotes	1	7	7	1.74340918702398e-07	6.51746403154593e-09
[Ruminococcus]	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.55332734079121e-08	9.31066290220848e-10
[Ruminococcus]	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	5	5	1.41763946715058e-07	4.65533145110424e-09
[Ruminococcus]	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	8	8	2.14054035586306e-07	7.44853032176678e-09
[Ruminococcus]	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	4	4	1.1381647868627e-07	3.72426516088339e-09
Anaeroplasma	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.43430437113037e-08	4.65533145110424e-10
Anaeroplasma	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.22818328906605e-08	4.65533145110424e-10
Anaeroplasma	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	1.5	1.5	3.80681788059333e-08	1.39659943533127e-09
Anaeroplasma	NoAbx36	03008 Ribosome biogenesis in eukaryotes	1	2	2	6.05363764878047e-08	1.8621325804417e-09
Anaeroplasma	NoAbx6wkrec43	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.42958895918623e-08	4.65533145110424e-10
Anaeroplasma	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	2	2	6.00986745711803e-08	1.8621325804417e-09
9	NoAbx31	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.83527893430117e-08	9.31066290220848e-10
9	NoAbx32	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.43430437113037e-08	4.65533145110424e-10
9	NoAbx34	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.22818328906605e-08	4.65533145110424e-10
9	NoAbx35	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.53787858706222e-08	9.31066290220848e-10
9	NoAbx6wkrec37	03008 Ribosome biogenesis in eukaryotes	1	1.5	1.5	4.03547769061985e-08	1.39659943533127e-09
9	NoAbx6wkrec38	03008 Ribosome biogenesis in eukaryotes	1	3	3	8.89524448870284e-08	2.79319887066254e-09
9	NoAbx6wkrec39	03008 Ribosome biogenesis in eukaryotes	1	1.5	1.5	3.82999101118681e-08	1.39659943533127e-09
9	NoAbx6wkrec41	03008 Ribosome biogenesis in eukaryotes	1	1	1	2.67567544482883e-08	9.31066290220848e-10
9	NoAbx6wkrec42	03008 Ribosome biogenesis in eukaryotes	1	0.5	0.5	1.42270598357838e-08	4.65533145110424e-10
9	NoAbx6wkrec44	03008 Ribosome biogenesis in eukaryotes	1	2.5	2.5	7.51233432139754e-08	2.32766572555212e-09
Lactobacillus	Cef2dayrec21	00785 Lipoic acid metabolism	1	70.6666666667	70.6666666667	5.0397736799294e-06	6.57953511756376e-08
Lactobacillus	Cef2dayrec22	00785 Lipoic acid metabolism	1	70.999999999967	70.999999999967	5.0737726543949e-06	6.61057066056495e-08
Lactobacillus	Cef2dayrec23	00785 Lipoic acid metabolism	1	69.999999999967	69.999999999967	4.46419384907324e-06	6.51746403154286e-08
Lactobacillus	Cef2dayrec25	00785 Lipoic acid metabolism	1	54.5	54.5	2.95919504595348e-06	5.07431128170362e-08
Lactobacillus	Cef2dayrec26	00785 Lipoic acid metabolism	1	47.166666666633	47.166666666633	2.32168785098724e-06	4.39152933553853e-08
Lactobacillus	Cef2dayrec28	00785 Lipoic acid metabolism	1	70.833333333333	70.833333333333	4.91235858164871e-06	6.59505288906431e-08
Lactobacillus	Cef6wkrec13	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	4.12497142207829e-09	1.55177715037118e-10
Lactobacillus	Cef6wkrec14	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	2.84573946732794e-09	1.55177715037118e-10
Lactobacillus	Cef6wkrec15	00785 Lipoic acid metabolism	1	0.333333333334	0.333333333334	6.0201205232456e-09	3.10355430074237e-10
Lactobacillus	Cef6wkrec16	00785 Lipoic acid metabolism	1	0.5	0.5	8.88639275205724e-09	4.65533145110424e-10
Lactobacillus	Cef6wkrec17	00785 Lipoic acid metabolism	1	0.5	0.5	8.60720147304173e-09	4.65533145110424e-10
Lactobacillus	Cef6wkrec18	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	3.11574003240406e-09	1.55177715037118e-10
Lactobacillus	Cef6wkrec19	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	2.89183682192851e-09	1.55177715037118e-10
Lactobacillus	Cef6wkrec20	00785 Lipoic acid metabolism	1	0.333333333333	0.333333333333	5.41333927106323e-09	3.10355430073306e-10
Lactobacillus	NoAbx31	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	4.72546489051139e-09	1.55177715037118e-10
Lactobacillus	NoAbx32	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	4.78101457044413e-09	1.55177715037118e-10
Lactobacillus	NoAbx35	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	4.22979764511215e-09	1.55177715037118e-10
Lactobacillus	NoAbx6wkrec43	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	4.7652965306303e-09	1.55177715037118e-10
Lactobacillus	NoAbx6wkrec44	00785 Lipoic acid metabolism	1	0.166666666667	0.166666666667	5.00822288094171e-09	1.55177715037118e-10
5	Cef6wkrec13	00785 Lipoic acid metabolism	1	38.999999999999	38.999999999999	9.65243312764364e-07	3.63115853186121e-08
5	Cef6wkrec14	00785 Lipoic acid metabolism	1	73.833333333334	73.833333333334	1.26066258402377e-06	6.87437277613065e-08
5	Cef6wkrec15	00785 Lipoic acid metabolism	1	65.833333333326	65.833333333326	1.1889738033385e-06	6.12951974395323e-08
5	Cef6wkrec17	00785 Lipoic acid metabolism	1	69.833333333334	69.833333333334	1.20213913906817e-06	6.50194626004232e-08
5	Cef6wkrec19	00785 Lipoic acid metabolism	1	75.333333333323	75.333333333323	1.30711024350889e-06	7.01403271966276e-08
5	Cef6wkrec20	00785 Lipoic acid metabolism	1	80.66666666665	80.66666666665	1.31002810359834e-06	7.51060140777995e-08
5	NoAbx6wkrec39	00785 Lipoic acid metabolism	1	37.666666666666	37.666666666666	9.61753298364672e-07	3.5070163598318e-08
5	NoAbx6wkrec41	00785 Lipoic acid metabolism	1	30.166666666646	30.166666666646	8.07162092522809e-07	2.8087166421643e-08
6	Cef6wkrec13	00785 Lipoic acid metabolism	1.15384615384615	11.5	13.2692307692308	3.28411186295576e-07	1.2354533466392e-08
6	Cef6wkrec17	00785 Lipoic acid metabolism	1.14285714285714	7.416666666667	8.47619047619086	1.45912558304904e-07	7.8918952218723e-09
6	Cef6wkrec18	00785 Lipoic acid metabolism	1.125	15.33333333333	17.2499999999962	3.22479093353105e-07	1.60608935063061e-08
6	NoAbx29	00785 Lipoic acid metabolism	1.1	8.083333333333	8.8916666666663	2.89800831570188e-07	8.27873109721337e-09
6	NoAbx31	00785 Lipoic acid metabolism	1.22222222222222	6.916666666666	8.45370370370289	2.39686080279325e-07	7.87095854603289e-09
6	NoAbx32	00785 Lipoic acid metabolism	1.125	8.5	9.5625	2.74310710978684e-07	8.90332140023686e-09
6	NoAbx33	00785 Lipoic acid metabolism	1.16666666666667	10.583333333334	12.347222222223	3.0751800937786e-07	1.14960823889776e-08
6	NoAbx34	00785 Lipoic acid metabolism	1.09090909090909	9.083333333333	9.90909090909054	2.43403597287626e-07	9.22602051218806e-09
6	NoAbx36	00785 Lipoic acid metabolism	1.11111111111111	5.583333333333	6.20370370370333	1.87774871513087e-07	5.7760593930364e-09
6	NoAbx6wkrec40	00785 Lipoic acid metabolism	1.2	6.999999999997	8.3999999999964	2.72350304399581e-07	7.82095683785177e-09
Ruminococcus	Cef6wkrec13	00785 Lipoic acid metabolism	1	6	6	1.48498971194521e-07	5.58639774132509e-09
Ruminococcus	Cef6wkrec17	00785 Lipoic acid metabolism	1	7	7	1.20500820622584e-07	6.51746403154593e-09
Ruminococcus	Cef6wkrec19	00785 Lipoic acid metabolism	1	12	12	2.08212251178436e-07	1.11727954826502e-08
Ruminococcus	Cef6wkrec20	00785 Lipoic acid metabolism	1	8	8	1.29920142505647e-07	7.44853032176678e-09
Ruminococcus	NoAbx29	00785 Lipoic acid metabolism	1	2	2	6.518481684803e-08	1.8621325804417e-09
Ruminococcus	NoAbx32	00785 Lipoic acid metabolism	1	12	12	3.44233049071289e-07	1.11727954826502e-08
Ruminococcus	NoAbx6wkrec37	00785 Lipoic acid metabolism	1	17	17	4.5735413827025e-07	1.58281269337544e-08
Ruminococcus	NoAbx6wkrec40	00785 Lipoic acid metabolism	1	13	13	4.21494518713818e-07	1.2103861772871e-08
Ruminococcus	NoAbx6wkrec41	00785 Lipoic acid metabolism	1	11	11	2.94324298931171e-07	1.02417291924293e-08
Ruminococcus	NoAbx6wkrec42	00785 Lipoic acid metabolism	1	5	5	1.42270598357838e-07	4.65533145110424e-09
Ruminococcus	NoAbx6wkrec43	00785 Lipoic acid metabolism	1	1	1	2.85917791837246e-08	9.31066290220848e-10
Ruminococcus	NoAbx6wkrec44	00785 Lipoic acid metabolism	1	12	12	3.60592047427082e-07	1.11727954826502e-08
5	Cef2dayrec28	00785 Lipoic acid metabolism	1	0.666666666666	0.666666666666	4.62339631213536e-08	6.20710860146611e-10
5	Cef6wkrec16	00785 Lipoic acid metabolism	1	67.999999999993	67.999999999993	1.20854941427966e-06	6.33125077350111e-08
