Category	SuperPathway	SubPathway	Gene	KOAnnot
Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	K15824	FAMET; farsoic acid methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	K15825	JHDK; juvenile hormone diol kinase
Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	K15826	CYP4C7; sesquiterpenoid omega-hydroxylase
Human Diseases	Substance dependence	Cocaine_addiction	K15839	GPSM1, AGS3; G-protein signaling modulator 1
Human Diseases	Substance dependence	Cocaine_addiction	K15840	PDYN, PENKB; proenkephalin B (prodynorphin)
Environmental Information Processing	Signal transduction	Two-component_system	K15841	glmY; small regulatory RNA GlmY
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15842	cagA; cytotoxicity-associated immunodominant antigen
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15843	hopC, alpA; outer membrane protein HopC/AlpA
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15844	hopB, alpB; outer membrane protein HopB/AlpB
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15845	hopZ; outer membrane protein HopZ
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15846	hpaA; neuraminyllactose-binding hemagglutinin
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15847	babA; outer membrane protein BabA
Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	K15848	sabA; outer membrane protein SabA
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K15849	PAT, AAT; bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase
Environmental Information Processing	Signal transduction	Two-component_system	K15850	luxN; two-component system, autoinducer 1 sensor kinase/phosphatase LuxN
Environmental Information Processing	Signal transduction	Two-component_system	K15851	qrr; quorum regulatory RNA Qrr
Environmental Information Processing	Signal transduction	Two-component_system	K15852	luxR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
Environmental Information Processing	Signal transduction	Two-component_system	K15853	luxD; acyl transferase
Environmental Information Processing	Signal transduction	Two-component_system	K15854	luxB; alkanal monooxygenase beta chain
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15855	csxA; exo-1,4-beta-D-glucosaminidase
Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	K15856	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15857	ascE; CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15858	ascF; CDP-3, 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase
Environmental Information Processing	Signal transduction	Two-component_system	K15859	SKN7; osomolarity two-component system, response regulator SKN7
Environmental Information Processing	Signal transduction	Two-component_system	K15860	ciaX; regulatory peptide CiaX
Environmental Information Processing	Signal transduction	Two-component_system	K15861	fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
Metabolism	Energy metabolism	Oxidative_phosphorylation	K15862	ccoNO; cytochrome c oxidase cbb3-type subunit I/II
Metabolism	Energy metabolism	Oxidative_phosphorylation	K15863	nuoLM; NADH-quinone oxidoreductase subunit L/M
Metabolism	Energy metabolism	Nitrogen_metabolism	K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K15866	paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
Human Diseases	Substance dependence	Amphetamine_addiction	K15867	ARC; activity-regulated cytoskeleton-associated protein
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15868	baiB; bile acid-coenzyme A ligase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15869	baiA; NAD(P)-dependent 3-alpha-hydroxysteroid dehydrogenase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15870	baiCD; NAD(H)-dependent 7alpha-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15871	baiF; bile acid-CoA hydrolase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15872	baiE; bile-acid 7alpha-dehydratase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15873	baiH; NAD(H)-dependent 7beta-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	K15874	baiI; bile acid 7beta-dehydratase
Metabolism	Energy metabolism	Nitrogen_metabolism	K15876	nrfH; cytochrome c nitrite reductase small subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K15877	CYP55; fungal nitric oxide reductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15880	tcmK, snoa1, aknB, mtmP; minimal PKS ketosynthase (KS/KS alpha)
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15881	tcmL, snoa2, aknC, mtmK; minimal PKS chain-length factor (CLF/KS beta)
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15882	tcmM, snoa3, aknD, mtmS; minimal PKS acyl carrier protein
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15883	snoaD, aknA; ketoreductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15884	snoaE, aknE1; bifunctional aromatase (cyclase/dehydratase)
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15885	mtmQ; C7-C12 aromatase (ARO/CYC)
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	K15886	tcmN; multifunctional cyclase / dehydratase / O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15887	ZFPS; (2Z,6Z)-farnesyl diphosphate synthase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15888	E2.5.1.89; tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific]
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15889	PCME; prenylcysteine alpha-carboxyl methylesterase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15890	FOHSDR; NADP+-dependent farnesol dehydrogenase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15891	FLDH; farnesol dehydrogenase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15892	FOLK; farnesol kinase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K15893	HPR1; hydroxypyruvate reductase 1
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15894	pseB; UDP-N-acetylglucosamine 4,6-dehydratase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15895	pseC; UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15896	pseH; UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15897	pseG; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15898	pseI, neuB3; pseudaminic acid synthase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15899	pseF; pseudaminic acid cytidylyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	K15907	ptlI; pentalenene oxygenase
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K15909	SHIP2, INPPL1; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15910	pglE; UDP-N-acetylbacillosamine transaminase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15912	pglF; UDP-N-acetyl-D-glucosamine 4,6-dehydratase
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15913	pglD; UDP-N-acetylbacillosamine N-acetyltransferase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K15918	GLYK; D-glycerate 3-kinase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K15919	HPR2; hydroxypyruvate reductase 2
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K15920	XYL4; beta-D-xylosidase 4
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K15921	xynD; arabinoxylan arabinofuranohydrolase
Metabolism	Carbohydrate metabolism	Galactose_metabolism	K15922	yihQ; alpha-glucosidase
Metabolism	Glycan biosynthesis and metabolism	Other_glycan_degradation	K15923	AXY8, FUC95A, afcA; alpha-L-fucosidase 2
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15926	jadI; cyclase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15927	jadF; oxygenase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15928	jadH; bifunctional hydroxylase/dehydrase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15929	jadS; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15930	lndM2; bifunctional oxygenase/reductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15931	lndGT2; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15932	lndZ4; reductase LndZ4
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15933	lndZ5; oxygenase LndZ5
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15934	lndGT1; D-olivosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15935	lndGT4; L-rhodinosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15936	urdGT2; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15937	urdGT1a; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15938	urdGT1c; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15939	urdGT1b; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15940	snoaM, dpsY, aknW, mtmY; cyclase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15941	snoaB, dnrG, aknX; monooxygenase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15942	snoaC, dnrC, aknG; O-methyltransferase / aklanonic acid methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15943	snoaL, dnrD, aknH; nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15944	snoaF, dnrE, aknU; C-7 ketoreductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15945	snoaL2; C-1 hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15946	aknS; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15947	aknT; glycosyltransferase auxiliary protein
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15948	aknK; L-2-deoxyfucosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15949	aknOx; aclacinomycin oxidase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15950	dnrF, rdmE; aklavinone 12-hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15951	dnrS; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15952	dnrQ; glycosyltransferase auxiliary protein
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15953	dnrP; 10-carbomethoxy-13-deoxycarminomycin esterase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15954	dnrK; arminomycin 4-O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15955	K15955, doxA; 13-deoxydaunorubicin hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15956	dnrU; daunorubicin C-13 ketoreductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15957	rdmC; esterase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15958	rdmB; SAM-dependent hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15959	mtmMI; O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15960	mtmGIV; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15961	mtmGIII; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15962	K15962, mtmC; D-mycarose 3-C-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15963	mtmMII; C-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15964	mtmGI; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15965	mtmGII; glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15966	mtmOIV; monooxygenase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15967	mtmW; ketoreductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15968	tcmI; tetracenomycin F2 cyclase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15969	tcmH; tetracenomycin F1 monooxygenase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15970	tcmO; 8-O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15971	tcmP; O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15972	tcmG; tetracenomycin A2 monooxygenase-dioxygenase
Human Diseases	Infectious diseases	Epstein-Barr_virus_infection	K15978	AKAP8L, HA95; A-kinase anchor protein 8-like protein
Human Diseases	Cancers	Viral_carcinogenesis	K15979	SND1; staphylococcal nuclease domain-containing protein 1
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K15981	CYP125A1; cholest-4-en-3-one 26-monooxygenase
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K15982	kshA; 3-ketosteroid 9alpha-monooxygenase subunit A
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K15983	kshB; 3-ketosteroid 9alpha-monooxygenase subunit B
Human Diseases	Substance dependence	Alcoholism	K15985	PKIA; cAMP-dependent protein kinase inhibitor alpha
Metabolism	Energy metabolism	Oxidative_phosphorylation	K15986	ppaC; manganese-dependent inorganic pyrophosphatase
Metabolism	Energy metabolism	Oxidative_phosphorylation	K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15988	tylG; tylactone synthase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15989	tylMII; tylactone mycaminosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15990	tylMIII; mycaminosyltransferase auxiliary protein tylMIII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15991	tylHI; 20-oxo-5-O-mycaminosyltylactone 23-monooxygenase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15992	tylI; cytochrome P450 TylI
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15993	tylN; O-mycaminosyltylonolide 6-deoxyallosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15994	tylCV; demethyllactenocin mycarosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_12-_14-_and_16-membered_macrolides	K15995	tylE; demethylmacrocin O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_12-_14-_and_16-membered_macrolides	K15996	tylF; macrocin O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K15997	eryCII; desosaminyltransferase auxiliary protein
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_12-_14-_and_16-membered_macrolides	K15998	megDI; TDP-megosamine glycosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_12-_14-_and_16-membered_macrolides	K15999	megY; mycarose O-acyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16000	pikAI; type I polyketide synthase PikAI
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16001	pikAII; type I polyketide synthase PikAII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16002	pikAIII; type I polyketide synthase PikAIII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16003	pikAIV; type I polyketide synthase PikAIV
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16004	desVII; glycosyltransferase DesVII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16005	desVIII; glycosyltransferase auxiliary protein DesVIII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16006	pikC, CYP107L1; pikromycin synthase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16007	oleA; 8,8a-deoxyoleandolide synthase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16008	oleP; cytochrome P450 monooxygenase OleP
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16009	oleGII; glycosyltransferase OleGII
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16010	oleGI; desosaminyltransferase OleGI
Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	K16011	algA, xanB, rfbA; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
Environmental Information Processing	Membrane transport	ABC_transporters	K16012	cydC; ATP-binding cassette, subfamily C, bacterial CydC
Environmental Information Processing	Membrane transport	ABC_transporters	K16013	cydD; ATP-binding cassette, subfamily C, bacterial CydD
Environmental Information Processing	Membrane transport	ABC_transporters	K16014	cydCD; ATP-binding cassette, subfamily C, bacterial CydCD
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16015	rifL, asm44; oxidoreductase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16016	rifK, asm24, asm43; 3-amino-5-hydroxybenzoate synthase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16017	rifM, asm45; AHBA synthesis associated protein
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16018	rifN, asm22; kanosamine 6-kinase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16019	rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16020	rifG, asm47; 5-deoxy-5-amino-3-dehydroquinate synthase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16021	rifJ, asm23; 5-deoxy-5-amino-3-dehydroquinate dehydratase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16022	rif19; flavoprotein hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16023	rif20; acetyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16024	asm13; methoxymalonate biosynthesis protein
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16025	asm14; methoxymalonate biosynthesis acyl carrier protein
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16026	asm15; methoxymalonate biosynthesis protein
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16027	asm16; methoxymalonate biosynthesis protein
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16028	asm17; O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16029	K16029, asmA; ansamitocin polyketide synthase A
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16030	asmB; ansamitocin polyketide synthase B
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16031	asmC; ansamitocin polyketide synthase C
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16032	asmD; ansamitocin polyketide synthase D
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16033	asm12; FADH2-dependent halogenase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16034	asm7; 20-O-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16035	asm21; 7-O-carbamoyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16036	asm19; 3-O-acyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16037	asm11; 4,5-epoxidase
Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	K16038	asm10; N-methyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_ansamycins	K16039	asm25; N-glycosyltransferase
Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	K16040	ROMT; trans-resveratrol di-O-methyltransferase
Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	K16041	nleA; non-LEE-encoded effector NleA
Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	K16042	nleH; non-LEE-encoded effector NleH
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K16043	iolX; scyllo-inositol 2-dehydrogenase (NAD+)
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K16044	iolW; scyllo-inositol 2-dehydrogenase (NADP+)
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16045	hsd; 3beta-hydroxy-delta5-steroid dehydrogenase / steroid delta-isomerase
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16046	CYP142A1; cytochrome P450, family 142, subfamily A, polypeptide 1
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16047	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16048	hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16049	hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16050	hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	K16051	tesI; 3-oxo-5alpha-steroid 4-dehydrogenase
Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	K16054	DEP1; methylthioribulose 1-phosphate dehydratase / enolase-phosphatase E1
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16055	TPS; trehalose 6-phosphate synthase/phosphatase
Environmental Information Processing	Signal transduction	Calcium_signaling_pathway	K16056	ORAI1; calcium release-activated calcium channel protein 1
Environmental Information Processing	Signal transduction	Calcium_signaling_pathway	K16057	ORAI2; calcium release-activated calcium channel protein 2
Environmental Information Processing	Signal transduction	Calcium_signaling_pathway	K16058	ORAI3; calcium release-activated calcium channel protein 3
Environmental Information Processing	Signal transduction	Calcium_signaling_pathway	K16059	STIM1; stromal interaction molecule 1
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin_mediated_proteolysis	K16060	BIRC2_3; baculoviral IAP repeat-containing protein 2/3
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin_mediated_proteolysis	K16061	BIRC7_8; baculoviral IAP repeat-containing protein 7/8
Environmental Information Processing	Signal transduction	NF-kappa_B_signaling_pathway	K16062	CCL21, SLC; C-C motif chemokine 21
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin_mediated_proteolysis	K16063	PIAS2; E3 SUMO-protein ligase PIAS2
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin_mediated_proteolysis	K16064	PIAS3; E3 SUMO-protein ligase PIAS3
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin_mediated_proteolysis	K16065	PIAS4; E3 SUMO-protein ligase PIAS4
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K16066	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase
Environmental Information Processing	Signal transduction	NF-kappa_B_signaling_pathway	K16072	ERC1; ELKS/RAB6-interacting/CAST family member 1
Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K16082	KSL6; ent-isokaurene synthase
Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K16083	CYP71Z6; ent-isokaurene C2-hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K16084	CYP76M7; ent-cassa-12,15-diene 11-hydroxylase
Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K16085	CYP99A3; 9beta-pimara-7,15-diene oxidase
